Author ID,Author Name,Paper IDs
2156386187,Luiz C Padula,4285af533cb28d117f0c49020949c0ece4f0798c
6009109,T. D. Gasparetto,4285af533cb28d117f0c49020949c0ece4f0798c
1401224278,M. Nogueira-Barbosa,4285af533cb28d117f0c49020949c0ece4f0798c
34190661,A. Aihara,4285af533cb28d117f0c49020949c0ece4f0798c
2239760912,T. C. Lee,f49ff43666fbebf39a57e0bff73cab410b0d4e85
47463590,S. Mohsin,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2239275009,David Taylor,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2112951,R. Parkesh,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2244278652,TThorfinnur Gunnlaugsson,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2244225649,Clive Lee,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2239818469,Fergal J. O'Brien,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2244278564,Michael Giehl,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2244280552,Wolfgang Gowin,f49ff43666fbebf39a57e0bff73cab410b0d4e85
2116964729,D. Taylor,f49ff43666fbebf39a57e0bff73cab410b0d4e85
120886380,Nicole M Sekel,06c604e412c9705f4ff10812912c2a790d73fc70
2248033081,Julie M. Hughes,06c604e412c9705f4ff10812912c2a790d73fc70
2220722074,Adam J Sterczala,06c604e412c9705f4ff10812912c2a790d73fc70
2248592508,Kelly H Mroz,06c604e412c9705f4ff10812912c2a790d73fc70
3170319,M. Lovalekar,06c604e412c9705f4ff10812912c2a790d73fc70
2248599020,Jane A. Cauley,06c604e412c9705f4ff10812912c2a790d73fc70
4337790,J. Greeves,06c604e412c9705f4ff10812912c2a790d73fc70
2542754,B. Nindl,06c604e412c9705f4ff10812912c2a790d73fc70
2199964273,Silvia Gazzotti,073ed527eee98929b52f2c53a063a60ae6158160
14160353,M. A. Aparisi Gómez,073ed527eee98929b52f2c53a063a60ae6158160
3078043,L. Sangiorgi,073ed527eee98929b52f2c53a063a60ae6158160
49060299,M. Fusaro,073ed527eee98929b52f2c53a063a60ae6158160
122417778,M. Miceli,073ed527eee98929b52f2c53a063a60ae6158160
34752501,G. Guglielmi,073ed527eee98929b52f2c53a063a60ae6158160
4107578,A. Bazzocchi,073ed527eee98929b52f2c53a063a60ae6158160
1390817296,V. Rietbergen,12a79579f90d4430de3ccca20fa7dae5b77f392c
3298361,Keita Ito,12a79579f90d4430de3ccca20fa7dae5b77f392c
1705689,Y. Chevalier,8555d58b948fd5903b5b0968b3c0694481af5e0c
2749890,R. Hambli,34b7e93fc9c6a33961d74c1ef7cfc7d280f87d9f
113236398,S. Oliviero,79bab37919df133e92f9032f072cf72771ccf981
49500614,M. Giorgi,79bab37919df133e92f9032f072cf72771ccf981
2143099068,Wen Sang,83008e9598ba96222326d1d27f9abfd4302dcbc4
48514036,Yihan Li,83008e9598ba96222326d1d27f9abfd4302dcbc4
80055917,J. Guignon,83008e9598ba96222326d1d27f9abfd4302dcbc4
1716676,X. S. Liu,83008e9598ba96222326d1d27f9abfd4302dcbc4
34671101,A. Ural,83008e9598ba96222326d1d27f9abfd4302dcbc4
145475231,K. Engelke,a77448d31417004dde45d75309c05a9d98216188
7369280,B. Rietbergen,a77448d31417004dde45d75309c05a9d98216188
2109921,Xiran Cai,e58af76db93c4d6bec95867ae5b7ee77fbc6afc1
143841144,R. Brenner,e58af76db93c4d6bec95867ae5b7ee77fbc6afc1
145552933,L. Peralta,e58af76db93c4d6bec95867ae5b7ee77fbc6afc1
2470873,C. Chappard,e58af76db93c4d6bec95867ae5b7ee77fbc6afc1
10362042,D. Cassereau,e58af76db93c4d6bec95867ae5b7ee77fbc6afc1
2042663746,Quentin A. Meslier,21977ff061970bb2ab914d9782bca8ca54004a0f
2245843666,Philippe K. Zysset,acfc96b5ef994ef3a5b13aa2ea9d9fff44e3919f
2150166987,C. Turner,26bb5fc74d9e293e158b0f7a3ea386d114416994
6547595,H. Frost,9a2e73fb18ba923f5fa1ef43698d12876d74734f
153316493,J. Wolff,28cef370808f86b50af9aba519233a30cfe71892
145623193,C. Palumbo,6b6e41fdddde3c93993302ed52e8c68489df0a7b
35153005,M. Ferretti,6b6e41fdddde3c93993302ed52e8c68489df0a7b
2024184,F. Safadi,6e8562667ea2fc42dc626a1f855d66830674ed8f
50235472,M. Barbe,6e8562667ea2fc42dc626a1f855d66830674ed8f
4786206,Samir M. Abdelmagid,6e8562667ea2fc42dc626a1f855d66830674ed8f
120354244,M. Rico,6e8562667ea2fc42dc626a1f855d66830674ed8f
40599357,Rulla A. Aswad,6e8562667ea2fc42dc626a1f855d66830674ed8f
5410052,J. Litvin,6e8562667ea2fc42dc626a1f855d66830674ed8f
4838804,S. Popoff,6e8562667ea2fc42dc626a1f855d66830674ed8f
51957207,J. P. Bilezikan,761d46cef4bcc8565d3a1a335e6a0359fd221e66
4044329,L. Raisz,761d46cef4bcc8565d3a1a335e6a0359fd221e66
2263716776,T. Martin,761d46cef4bcc8565d3a1a335e6a0359fd221e66
81958501,José M. López,82230284b897a76047c3fb4e15417138293278c4
